,K,dominant_g,p_template_0,p_template_1,p_template_2,p_template_3,p_template_4,p_template_5
2025-01-17,5,1,0.0,0.999999999999998,0.0,2.022980294057746e-15,0.0,1.5827290402875282e-101
2025-01-21,5,1,0.0,0.9999999999783357,0.0,2.1664396764785685e-11,0.0,0.0
2025-01-22,5,1,0.0,0.9999999999994041,0.0,5.958683958689172e-13,0.0,0.0
2025-01-23,5,1,2.3567216104062225e-195,0.999967834454771,3.2165545229079856e-05,1.0912353891985714e-23,0.0,0.0
2025-01-24,6,1,0.0,1.0,0.0,9.218188112536937e-31,0.0,0.0
2025-01-27,6,1,0.0,0.9999790814732094,2.0918526790723126e-05,2.4982010680007306e-21,0.0,0.0
2025-01-28,6,1,0.0,0.9999999994686294,5.168442396915368e-10,1.4526277851405547e-11,0.0,0.0
2025-01-29,6,1,0.0,0.9999999999999601,1.3507250308603886e-16,3.9732372097092685e-14,0.0,0.0
2025-01-30,6,1,0.0,0.9999999999999822,0.0,1.774403044782933e-14,0.0,0.0
2025-01-31,3,1,0.0,0.9999999614326923,0.0,3.856730773383912e-08,0.0,0.0
2025-02-03,3,1,0.0,0.9999999982602303,0.0,1.7397695788002548e-09,0.0,0.0
2025-02-04,3,1,0.0,0.9999996852060984,3.1479390163660465e-07,0.0,0.0,0.0
2025-02-05,3,1,0.0,0.999999986581156,0.0,1.3418843997396701e-08,0.0,0.0
2025-02-06,3,1,0.0,0.9999999833148827,0.0,1.668511721410384e-08,0.0,0.0
2025-02-07,3,1,0.0,0.9999999874603919,0.0,1.2539608087489149e-08,0.0,0.0
2025-02-10,3,1,0.0,0.9999999867582522,0.0,1.3241747806342344e-08,0.0,0.0
2025-02-11,3,1,0.0,0.9999999743577797,0.0,2.5642220429701538e-08,0.0,0.0
2025-02-12,3,1,0.0,0.9999999938168369,0.0,6.183163127137568e-09,0.0,0.0
2025-02-13,3,1,0.0,0.999994767764442,5.232235558092739e-06,0.0,0.0,0.0
2025-02-14,5,1,0.0,0.9999999999999991,0.0,8.257530203719839e-16,0.0,0.0
2025-02-18,5,1,0.0,0.9999999988339272,0.0,1.1660728970928863e-09,0.0,0.0
2025-02-19,5,1,0.0,0.9755753548072875,0.024424645192712455,1.590970482852433e-34,0.0,0.0
2025-02-20,5,1,0.0,0.9999999999999992,0.0,8.019418410282721e-16,0.0,0.0
2025-02-21,5,1,0.0,0.9999999999999896,0.0,1.041462834896573e-14,0.0,0.0
2025-02-24,6,1,0.0,1.0,9.088282653548888e-19,5.515124612638393e-18,0.0,0.0
2025-02-25,6,1,0.0,0.9999956578843898,4.342115610183105e-06,2.906120845958867e-30,0.0,0.0
2025-02-26,6,1,0.0,0.9999999999922398,0.0,7.760143728649709e-12,0.0,0.0
2025-02-27,6,1,0.0,1.0,3.4052642224921687e-18,2.6213120518748152e-20,0.0,0.0
2025-02-28,6,1,0.0,0.999999999999873,0.0,1.2690440354551455e-13,0.0,0.0
2025-03-03,5,1,0.0,0.9997162516186032,0.000283748381396838,1.5765329167759357e-31,0.0,1.392558027747792e-73
2025-03-04,5,1,0.0,0.9998627378258077,0.00013726217418435073,7.92913529437666e-15,0.0,0.0
2025-03-05,5,1,0.0,0.9999999990418809,0.0,9.581191102136109e-10,0.0,0.0
2025-03-06,5,1,0.0,0.9999999999628523,0.0,3.714770661327574e-11,0.0,7.965119517853766e-97
2025-03-07,5,1,0.0,1.0,0.0,7.55073689398119e-100,0.0,4.039472682560549e-34
2025-03-10,5,1,0.0,0.9999980849946576,1.9150053424156395e-06,1.0704638499491856e-31,0.0,3.595112233778986e-86
2025-03-11,5,1,0.0,0.99750071809192,0.0012051051680756796,0.0012941767400043382,0.0,0.0
2025-03-12,5,1,0.0,0.9997067961124383,0.0002668936418625138,2.6310245699244354e-05,0.0,0.0
2025-03-13,5,1,0.0,0.9999157734257821,8.302776251694404e-05,1.1988117009026931e-06,0.0,0.0
2025-03-14,5,1,0.0,0.9999999074051795,0.0,9.259482048692635e-08,0.0,0.0
2025-03-17,5,1,0.0,0.9999907502559582,9.249744041929912e-06,2.627787238072753e-32,0.0,1.6237571675436467e-78
2025-03-18,5,1,0.0,0.9999992642290125,7.357709874830272e-07,9.5915305661619e-34,0.0,1.6698565156939027e-96
2025-03-19,5,1,0.0,0.9999999999999998,0.0,2.763358087107368e-16,0.0,0.0
2025-03-20,5,1,0.0,0.9998655982476197,0.00013440175238031222,1.1011328970725437e-31,0.0,2.943345186927502e-143
2025-03-21,5,1,0.0,0.9999999999984936,0.0,1.506373554495729e-12,0.0,0.0
2025-03-24,6,1,0.0,0.9999999999920457,2.6416902214605546e-50,7.95420672078512e-12,0.0,0.0
2025-03-25,6,1,0.0,0.9999999870633717,1.2936628280278298e-08,1.6267269476087528e-38,0.0,0.0
2025-03-26,6,1,0.0,0.9999999999775195,1.887246859876829e-11,3.6080239492259117e-12,0.0,0.0
2025-03-27,6,1,0.0,0.9999753632227096,2.463677729039208e-05,1.284878129300316e-30,0.0,0.0
2025-03-28,6,1,0.0,0.9999999791497334,1.02276992427658e-27,2.0850266590565595e-08,0.0,0.0
2025-03-31,6,1,0.0,0.9999999859079892,1.4092010829519831e-08,3.062875195463461e-26,0.0,0.0
2025-04-01,6,1,0.0,0.9999999999911683,8.831697251092708e-12,6.828893267560143e-27,0.0,0.0
2025-04-02,6,1,0.0,0.9999999999999936,0.0,6.523507407673881e-15,0.0,0.0
2025-04-03,6,1,0.0,0.9999993473480644,6.43657765101335e-07,8.994170548674193e-09,0.0,0.0
2025-04-04,6,3,0.0,0.0012334744097247038,3.830897817100043e-06,0.9987626946924582,0.0,0.0
2025-04-07,4,2,0.0,1.2043086073405602e-08,0.9999999879569139,2.899375490571296e-18,0.0,0.0
2025-04-08,4,1,0.0,0.9882387432766424,0.01176125264100173,4.082355864811257e-09,0.0,0.0
2025-04-09,4,3,0.0,4.1748798049491915e-05,0.0,0.9999582512019505,0.0,0.0
2025-04-10,4,1,0.0,0.9999999999730376,0.0,2.6962510064157774e-11,0.0,0.0
2025-04-11,4,2,0.0,6.381156860097094e-10,0.9999999993618843,2.600768683592376e-19,0.0,0.0
2025-04-14,6,2,0.0,0.0001182985659953349,0.9998817014340048,4.345708796315411e-23,0.0,0.0
2025-04-15,6,1,0.0,0.9999999238497357,7.614635570489197e-08,3.908704734752731e-12,0.0,0.0
2025-04-16,6,1,0.0,1.0,0.0,2.131897248134834e-26,0.0,0.0
2025-04-17,6,1,0.0,1.0,0.0,1.3311521939403828e-50,0.0,0.0
2025-04-21,6,2,0.0,0.0002129378935901219,0.99978706210641,6.49181768999834e-23,0.0,0.0
2025-04-22,5,2,0.0,4.935248533448617e-07,0.9999995064751467,1.1193042422614605e-29,0.0,9.552502977735011e-102
2025-04-23,5,3,0.0,6.949392294846595e-07,7.21884702924957e-144,0.9999993050607705,0.0,0.0
2025-04-24,5,1,0.0,0.9999999999230234,0.0,7.697664642044554e-11,0.0,7.759565298224357e-109
2025-04-25,5,2,0.0,5.429297252023062e-13,0.9999999999994571,2.3976883530336876e-22,0.0,0.0
2025-04-28,5,2,0.0,0.00014649992648144047,0.9998535000735186,7.558990735059273e-34,0.0,2.741932887090919e-115
2025-04-29,6,2,0.0,2.0519005016142407e-05,0.9997908613130442,0.00018861968193967422,0.0,0.0
2025-04-30,6,1,0.0,0.9999993554564522,0.0,6.445435477392956e-07,0.0,3.94057717419379e-31
2025-05-01,6,1,0.0,1.0,4.89436779294169e-64,8.302593543313459e-39,0.0,0.0
2025-05-02,6,2,0.0,1.195384988133343e-05,0.9999880461501187,6.135809208594675e-26,0.0,0.0
2025-05-05,6,1,0.0,0.9999251142162954,4.142504812579812e-05,3.346073557899435e-05,0.0,0.0
2025-05-06,2,2,0.0,1.9485310800615476e-09,0.9999999980514689,0.0,0.0,0.0
2025-05-07,2,2,0.0,1.0847228144475665e-07,0.9999998915277185,0.0,0.0,0.0
2025-05-08,2,2,0.0,8.290810426478124e-06,0.9999917091895735,0.0,0.0,0.0
2025-05-09,2,2,0.0,2.0802756682387706e-05,0.9999791972433175,0.0,0.0,0.0
2025-05-12,2,2,0.0,0.04781356319922072,0.9521864368007792,0.0,0.0,0.0
2025-05-13,6,3,0.0,1.3660927342768545e-07,1.626316811543099e-11,0.9999998633744633,0.0,0.0
2025-05-14,6,3,0.0,1.7245334126014125e-06,3.6657114956608417e-10,0.9999982751000163,0.0,0.0
2025-05-15,6,2,0.0,8.676686829744908e-07,0.9999991323313171,5.139755085973598e-24,0.0,0.0
2025-05-16,6,2,0.0,1.8985654371975987e-05,0.999981014345628,2.5038217175906475e-20,0.0,0.0
2025-05-19,6,2,0.0,7.320562506896717e-18,1.0,6.686732066568472e-32,0.0,0.0
2025-05-20,6,1,0.0,0.9999999578388092,3.5458675264585905e-10,4.18066040305691e-08,0.0,0.0
2025-05-21,6,1,0.0,1.0,0.0,1.2457225342560023e-24,0.0,0.0
2025-05-22,6,2,0.0,1.708951266775033e-07,0.9999998291048733,4.072912406961867e-40,0.0,5.846172827899602e-144
2025-05-23,6,2,0.0,3.0814427153786947e-09,0.9999999969185572,7.555046464422694e-22,0.0,0.0
2025-05-27,6,1,0.0,0.9999894988909407,2.784349984045383e-175,1.0501109059278154e-05,0.0,0.0
2025-05-28,6,2,0.0,7.832475727325356e-10,0.9999999992167525,4.457237747914669e-37,0.0,0.0
2025-05-29,6,1,0.0,0.9999998941731186,1.558043232913574e-26,1.0582688128744145e-07,0.0,0.0
2025-05-30,6,1,0.0,0.9999495705558077,5.0429444192429354e-05,1.5536976863697657e-52,0.0,0.0
2025-06-02,6,2,0.0,1.7149628328855405e-05,0.9999825621909902,2.881806809195437e-07,0.0,0.0
2025-06-03,6,1,0.0,1.0,1.7866726233198192e-20,8.128385539244162e-28,0.0,0.0
2025-06-04,6,2,0.0,0.029805159568064496,0.9701948404271877,4.7477259982439155e-12,0.0,0.0
2025-06-05,6,1,0.0,0.999999999162289,0.0,8.377109855338952e-10,0.0,0.0
2025-06-06,6,2,0.0,4.181374503388629e-05,0.9999581862549662,6.363639022913542e-20,0.0,0.0
2025-06-09,6,2,0.0,1.807486920436803e-07,0.9999998192513079,5.190571850945059e-24,0.0,0.0
2025-06-10,6,2,0.0,2.6982422313488135e-07,0.9999997301757769,3.0637505380482416e-24,0.0,0.0
2025-06-11,6,1,0.0,0.999999982334039,0.0,1.7665960992101565e-08,0.0,0.0
2025-06-12,6,2,0.0,3.3886935833798635e-10,0.9999999996591195,2.0111867904439913e-12,0.0,0.0
2025-06-13,6,2,0.0,2.9463846439602897e-07,0.9999997053581535,3.3820613764330018e-12,0.0,0.0
2025-06-16,6,1,0.0,0.99993852385849,0.0,6.147614151001187e-05,0.0,0.0
2025-06-17,6,2,0.0,3.98662403025808e-07,0.9999996013374233,1.7378705524871393e-13,0.0,0.0
2025-06-18,5,2,0.0,9.35040751481876e-10,0.9999999450545288,5.401043046057192e-08,0.0,0.0
2025-06-20,5,2,0.0,6.354149877008587e-07,0.9999993645850124,7.071810810801553e-30,0.0,0.0
2025-06-23,5,1,0.0,0.9998668688318776,0.00013313116812232719,2.0693950397308155e-24,0.0,5.574020525617305e-198
2025-06-24,5,1,0.0,0.9511012989774817,0.0,0.048898701022518226,0.0,0.0
2025-06-25,5,2,0.0,5.84180908487468e-07,0.9999994158190896,1.925506594573997e-15,0.0,9.321079436682231e-104
2025-06-26,6,2,0.0,7.96883257618376e-07,0.9999992031167424,5.315873909184002e-18,0.0,0.0
2025-06-27,6,1,0.0,0.999999851215661,1.2111625196813226e-15,1.487843377721708e-07,0.0,0.0
2025-06-30,6,1,0.0,0.9046305307674157,0.09536946825849224,9.74091997323183e-10,0.0,0.0
2025-07-01,6,1,0.0,0.999999999989938,0.0,1.0062030028894924e-11,0.0,0.0
2025-07-02,6,1,0.0,0.9999998437732909,2.70004845154342e-23,1.562267091495909e-07,0.0,0.0
2025-07-03,4,2,0.0,0.025892735774505977,0.9741072603903214,3.835172524945283e-09,0.0,0.0
2025-07-07,4,1,0.0,1.0,0.0,6.954428578362114e-18,0.0,9.343808974626404e-272
2025-07-08,4,1,0.0,1.0,0.0,1.1851989028183334e-18,0.0,4.674470309436722e-289
2025-07-09,4,1,0.0,0.9999999999999996,0.0,4.180517076988791e-16,0.0,0.0
2025-07-10,4,1,0.0,0.9999999980925932,1.9073885115578257e-09,1.8172290454907954e-14,0.0,0.0
2025-07-11,5,1,0.0,0.9999999980985158,0.0,1.9014841103142354e-09,0.0,0.0
2025-07-14,5,1,0.0,0.9999999989834909,0.0,1.0165091027392253e-09,0.0,0.0
2025-07-15,5,1,2.7910707e-317,0.9999999998785498,0.0,1.21450199375981e-10,0.0,0.0
2025-07-16,5,1,0.0,0.9999999999852932,3.9454291614486106e-15,1.470275566961113e-11,0.0,0.0
2025-07-17,5,1,0.0,0.9999999992859652,7.140348215336207e-10,4.704507965014578e-22,0.0,2.1513082941462296e-167
2025-07-18,6,1,0.0,0.9999999994265438,1.1345741641298769e-17,5.734561455576251e-10,0.0,0.0
2025-07-21,6,1,0.0,1.0,1.9512302397531986e-44,2.018144103583606e-27,0.0,0.0
2025-07-22,6,1,0.0,0.9999999996114153,3.8850609162519234e-10,7.870253116167083e-14,0.0,0.0
2025-07-23,6,1,0.0,0.9999999999551036,4.489620405069473e-11,2.263063461831041e-16,0.0,0.0
2025-07-24,6,1,0.0,0.9998139711081535,0.00018602889184648707,2.119704423107187e-20,0.0,0.0
2025-07-25,6,1,0.0,0.9999999999997151,0.0,2.848632710872569e-13,0.0,0.0
2025-07-28,6,1,0.0,0.999989324128701,1.0675838952622622e-05,3.2346396888932997e-11,0.0,0.0
2025-07-29,6,1,0.0,0.9999999999999998,2.735743633298011e-16,3.715603661773342e-19,0.0,0.0
2025-07-30,6,1,0.0,0.9999999999945346,5.465379106232477e-12,1.0922247198269034e-18,0.0,0.0
2025-07-31,6,1,0.0,1.0,0.0,7.02416162518469e-25,0.0,8.661261885567635e-69
2025-08-01,5,1,0.0,0.9999714657260826,2.8534273917285448e-05,8.51643543254442e-28,0.0,0.0
2025-08-04,5,1,0.0,0.9130721785791011,0.0869278214208989,1.847390816193803e-17,0.0,0.0
2025-08-05,5,1,0.0,0.9999999995357591,0.0,4.642409143299177e-10,0.0,0.0
2025-08-06,5,1,0.0,0.9999999903293901,9.670609828192285e-09,3.757303956784664e-42,0.0,0.0
2025-08-07,5,1,0.0,0.99999999904882,0.0,9.511799713100124e-10,0.0,0.0
2025-08-08,6,1,0.0,0.9999999979451547,2.0548453047642823e-09,6.470842832840871e-31,0.0,0.0
2025-08-11,6,1,0.0,0.99999999994676,5.3239933445974655e-11,3.128815196892672e-33,0.0,0.0
2025-08-12,6,1,0.0,1.0,0.0,5.0795607942418584e-26,0.0,0.0
2025-08-13,6,1,0.0,0.9999999525101971,4.7489771022310597e-08,3.1840188182161076e-14,0.0,0.0
2025-08-14,6,1,0.0,0.9999999982762692,8.537158285346813e-13,1.7228769901619251e-09,0.0,0.0
2025-08-15,6,1,0.0,0.9999999999998126,0.0,1.8743763165251748e-13,0.0,0.0
2025-08-18,6,1,0.0,0.9999999999898141,1.0185872222056158e-11,3.361407403094262e-31,0.0,0.0
2025-08-19,6,1,0.0,0.9999844728768774,1.5527123122646432e-05,1.4591052364317908e-26,0.0,0.0
2025-08-20,6,1,0.0,0.9999999935045514,6.495448676637749e-09,1.0031261852530038e-28,0.0,0.0
2025-08-21,6,1,0.0,0.9999999999981295,0.0,1.8704548334108184e-12,0.0,0.0
2025-08-22,6,1,0.0,0.999999999289904,7.100958937079037e-10,2.761537667362609e-34,0.0,0.0
2025-08-25,6,1,0.0,0.9999993535457434,6.464542565264196e-07,3.4276708550422635e-22,0.0,5.202247060040268e-31
2025-08-26,6,1,0.0,0.9999999465661406,5.343385951692351e-08,9.945595853836737e-33,0.0,0.0
2025-08-27,6,1,0.0,0.9999999999999858,1.4247767989531788e-14,3.442921672815634e-24,0.0,0.0
2025-08-28,6,1,0.0,1.0,1.656736933357298e-22,6.873489150439055e-39,0.0,0.0
2025-08-29,6,1,0.0,0.9999999999995968,1.185731171288945e-24,4.033221362115067e-13,0.0,9.450481380308814e-48
2025-09-02,6,1,0.0,0.9999997855454884,2.144545115674286e-07,2.1977240398027636e-30,0.0,0.0
2025-09-03,6,1,0.0,0.9999997330590845,0.0,2.669409153844331e-07,0.0,0.0
2025-09-04,6,1,0.0,0.9999999999976561,0.0,2.3438950739397723e-12,0.0,0.0
2025-09-05,6,1,0.0,0.9999999999172593,5.5897411396439024e-15,8.273515266499192e-11,0.0,0.0
2025-09-08,3,1,0.0,0.9999999897994537,1.0200546203663625e-08,0.0,0.0,0.0
2025-09-09,3,1,0.0,0.9999999990524525,9.475475394409182e-10,0.0,0.0,0.0
2025-09-10,3,1,0.0,0.9999999976759719,2.324028108345744e-09,0.0,0.0,0.0
2025-09-11,3,1,0.0,0.9999999974953869,2.504613086429628e-09,0.0,0.0,0.0
2025-09-12,3,1,0.0,0.9999999783285748,2.167142528567532e-08,0.0,0.0,0.0
2025-09-15,5,1,0.0,0.9999999999999999,9.466299357801827e-17,9.437283123314804e-50,0.0,0.0
2025-09-16,5,1,0.0,1.0,0.0,7.680730750256769e-19,0.0,3.772697268744581e-123
2025-09-17,5,1,0.0,0.999999984805699,0.0,1.519430107326902e-08,0.0,0.0
2025-09-18,5,1,0.0,0.999999999562298,0.0,4.377019679681879e-10,0.0,0.0
2025-09-19,5,1,0.0,0.9999996442440418,3.5575595828580703e-07,0.0,0.0,0.0
2025-09-22,5,1,0.0,0.9999999999999998,0.0,2.3731025035489635e-16,0.0,0.0
2025-09-23,5,1,0.0,0.9999563196141074,4.368038589265789e-05,2.5944873106691947e-33,0.0,0.0
2025-09-24,5,1,0.0,0.9999998767732057,1.2322679431986965e-07,7.663890285272869e-72,0.0,6.6261783e-316
2025-09-25,5,1,0.0,0.9999999555416155,0.0,4.4458384572374325e-08,0.0,0.0
2025-09-26,5,1,0.0,0.9999999999999998,0.0,1.9995845601067635e-16,0.0,0.0
2025-09-29,6,1,0.0,0.9999997844761906,2.1542123903879776e-07,1.0257018653889128e-10,0.0,0.0
2025-09-30,6,1,0.0,0.9999999998207822,6.174694574544523e-13,1.7860021656477698e-10,0.0,0.0
2025-10-01,6,1,0.0,1.0,2.3990672161121114e-26,5.30875954993617e-22,0.0,0.0
2025-10-02,6,1,0.0,0.9999999851942427,1.4805757122610958e-08,1.123188290611727e-16,0.0,0.0
2025-10-03,6,1,0.0,1.0,3.100935959506376e-17,7.348920701914054e-41,0.0,0.0
2025-10-06,3,1,0.0,0.9999999908841506,9.115849321660393e-09,0.0,0.0,0.0
2025-10-07,3,1,0.0,0.9999929883881202,7.011611879806372e-06,0.0,0.0,0.0
2025-10-08,3,1,0.0,0.9999999840744039,0.0,1.5925596102439453e-08,0.0,0.0
2025-10-09,3,1,0.0,0.9999998958606482,0.0,1.0413935180812729e-07,0.0,0.0
2025-10-10,3,1,0.0,0.9999977320541749,0.0,2.267945825167212e-06,0.0,0.0
2025-10-13,6,1,0.0,0.9998289100226636,0.0,0.00017108997733645854,0.0,0.0
2025-10-14,6,1,0.0,0.97492505295695,0.025074947043049998,3.06660819663582e-32,0.0,0.0
2025-10-15,6,1,0.0,0.6592567984636827,0.3407432015363173,5.442691146478003e-26,0.0,0.0
2025-10-16,6,1,0.0,0.9999227892802458,7.721071970718389e-05,4.7157544176781765e-14,0.0,0.0
2025-10-17,6,1,0.0,0.999999999972984,0.0,2.7015940711476268e-11,0.0,0.0
2025-10-20,6,1,0.0,0.9981766361893532,0.001823363810646867,2.453790264054083e-33,0.0,0.0
2025-10-21,6,1,0.0,1.0,0.0,7.719281663633648e-26,0.0,1.2386955136430588e-76
2025-10-22,6,1,0.0,0.9999999999947855,0.0,5.214507161063664e-12,0.0,0.0
2025-10-23,6,1,0.0,0.9993199635197192,0.0001802116843101841,0.000499824795970574,0.0,0.0
2025-10-24,6,1,0.0,0.9999999998852219,1.5089438345805825e-21,1.1477811190832334e-10,0.0,5.660564338314696e-173
2025-10-27,6,1,0.0,0.9999999999780851,5.601227322803814e-42,2.1914879460846118e-11,0.0,0.0
2025-10-28,6,1,0.0,0.9999999999999998,0.0,1.313351506487537e-16,0.0,7.964307544594648e-67
2025-10-29,6,1,0.0,0.9999999981740861,1.2477396711619837e-10,1.7011400008998517e-09,0.0,0.0
2025-10-30,6,1,0.0,0.9999999999999998,0.0,1.886898562500551e-16,0.0,0.0
2025-10-31,6,1,0.0,0.9999999999996956,0.0,3.044276294347522e-13,0.0,0.0
2025-11-03,5,1,0.0,0.9999992367851012,7.632148987959268e-07,3.149454570976888e-17,0.0,0.0
2025-11-04,5,1,0.0,0.9999999999801222,0.0,1.9877797377583055e-11,0.0,0.0
2025-11-05,5,1,0.0,0.99997553303832,2.4466540407064186e-05,4.2127293281763293e-10,0.0,0.0
2025-11-06,5,1,0.0,0.9999792323543018,2.0767645698213962e-05,7.387908676799399e-20,0.0,4.2602239275878726e-217
2025-11-07,5,1,0.0,0.9999999999996292,0.0,3.708299430333039e-13,0.0,0.0
2025-11-10,6,1,0.0,1.0,2.2807602165773347e-31,3.536971156223801e-36,0.0,0.0
2025-11-11,6,1,0.0,0.999999996975732,2.84137980598308e-09,1.8288811890652547e-10,0.0,0.0
2025-11-12,6,1,0.0,1.0,8.000234945696119e-22,7.990953112701706e-21,0.0,0.0
2025-11-13,6,1,0.0,0.9999999999999678,2.9810236687393732e-36,3.2279215747230196e-14,0.0,0.0
2025-11-14,6,1,0.0,0.9999999888187727,0.0,1.1181227255335399e-08,0.0,0.0
2025-11-17,6,1,0.0,0.9999950091331401,4.990866859869462e-06,4.654180811246275e-25,0.0,0.0
2025-11-18,6,1,0.0,0.9999998930307233,1.0696925714410406e-07,1.9585497703189265e-14,0.0,0.0
2025-11-19,6,1,0.0,0.999999998453686,1.5463032621102275e-09,1.0765235613456805e-14,0.0,0.0
2025-11-20,6,1,0.0,0.9999999999999849,0.0,1.5196783562527046e-14,0.0,0.0
2025-11-21,6,1,0.0,0.9999999966599954,3.340004614185332e-09,6.466699968485275e-23,0.0,0.0
2025-11-24,6,1,0.0,0.9999999999994832,4.41949442295833e-18,5.167880262396783e-13,0.0,0.0
2025-11-25,6,1,0.0,0.9999346628934064,6.533710659353927e-05,4.674991228118194e-22,0.0,0.0
2025-11-26,6,1,0.0,0.9999979991524933,2.0008475066439023e-06,6.859838509495763e-22,0.0,0.0
2025-11-28,6,1,0.0,0.9999999999731852,2.6814764957334686e-11,1.3370137779926568e-39,0.0,0.0
2025-12-01,6,1,0.0,0.9999999999999991,0.0,8.481555162955582e-16,0.0,1.45190855439264e-80
2025-12-02,6,1,0.0,1.0,4.20430301124216e-39,9.574328860554263e-22,0.0,0.0
2025-12-03,6,1,0.0,0.9999999999998379,5.997163191454669e-23,1.619868045702719e-13,0.0,0.0
2025-12-04,6,1,0.0,0.9999999998986576,1.013421928719747e-10,1.3158048566705817e-16,0.0,0.0
2025-12-05,6,1,0.0,0.9999998546540452,1.453459039754526e-07,5.08826177978728e-14,0.0,0.0
2025-12-08,6,1,0.0,1.0,9.390842059726365e-24,2.550349560899824e-29,0.0,0.0
2025-12-09,5,1,0.0,0.9999998857016064,1.1429839374174108e-07,3.2141881002478015e-29,0.0,0.0
2025-12-10,5,1,0.0,0.9999998624452312,1.3755476880372388e-07,0.0,0.0,0.0
2025-12-11,5,1,0.0,0.9999999999985538,9.325618509537393e-13,5.136491042476329e-13,0.0,0.0
2025-12-12,5,1,0.0,0.9999995933679,4.0663209996620945e-07,0.0,0.0,0.0
2025-12-15,5,1,0.0,1.0,0.0,5.409227762243584e-19,0.0,0.0
2025-12-16,6,1,0.0,0.9999999999872453,1.071620094853861e-17,1.2754762117344398e-11,0.0,0.0
2025-12-17,6,1,0.0,0.9999999999999974,0.0,2.5317154420871663e-15,0.0,0.0
2025-12-18,6,1,0.0,0.9999999995133408,4.866591395162837e-10,4.756850552371056e-17,0.0,0.0
2025-12-19,6,1,0.0,1.0,0.0,5.55006689630408e-20,0.0,1.7471365589357208e-57
2025-12-22,6,1,0.0,0.999999360572993,6.39427007008613e-07,1.1490085577908438e-19,0.0,0.0
2025-12-23,6,1,0.0,0.9999999995636228,2.201828772306216e-16,4.363768314468773e-10,0.0,0.0
2025-12-24,6,1,0.0,0.9999935823407764,6.417659223502222e-06,2.2434357363972446e-22,0.0,0.0
2025-12-26,6,1,0.0,1.0,0.0,1.634607032161017e-23,0.0,2.667395435887941e-96
2025-12-29,6,1,0.0,0.9999735392831406,2.6460716859464416e-05,2.662992495561532e-19,0.0,0.0
2025-12-30,6,1,0.0,0.9872198838243105,0.012780116175627562,6.184475221081083e-14,0.0,0.0
2025-12-31,5,1,0.0,0.9999999878604902,0.0,1.2139509804019352e-08,0.0,0.0
2026-01-02,5,1,0.0,0.999999997662915,2.3370745546324466e-09,1.0387680720232444e-14,0.0,0.0
2026-01-05,5,1,0.0,0.9999999654636272,3.453637279340898e-08,2.5202706618992285e-20,0.0,9.48345939898837e-118
2026-01-06,5,1,0.0,0.9999973584135124,2.6415864875989146e-06,2.0953666785253087e-35,0.0,3.5223021990533854e-269
2026-01-07,5,1,0.0,1.0,0.0,4.266187111133112e-17,0.0,4.166394665682318e-262
2026-01-08,6,1,0.0,0.9999999999910829,0.0,8.917064581498923e-12,0.0,2.7117778293465546e-115
2026-01-09,6,1,0.0,0.9999890954441821,1.090455436564326e-05,1.4521740125278442e-12,0.0,4.0039122310475056e-22
2026-01-12,6,1,0.0,1.0,6.911949706325783e-18,3.4606257962751986e-20,0.0,0.0
2026-01-13,6,1,0.0,1.0,4.635420689967488e-72,5.293191390752855e-22,0.0,0.0
2026-01-14,6,1,0.0,0.9999999999990856,9.144121623225566e-13,2.82005966635476e-22,0.0,0.0
2026-01-15,6,1,0.0,0.9999937354600842,6.264539915779603e-06,9.611162802020735e-21,0.0,0.0
2026-01-16,6,1,0.0,0.9999999999999555,3.37843257001549e-42,4.450891590616626e-14,0.0,0.0
2026-01-20,6,1,0.0,1.0,0.0,1.0714316544159024e-23,0.0,0.0
2026-01-21,6,1,0.0,0.9999999963945985,0.0,3.6054014548957566e-09,0.0,0.0
2026-01-22,6,1,0.0,0.9999975999900403,2.4000099597261865e-06,5.501198498585299e-30,0.0,0.0
2026-01-23,6,1,0.0,0.9999927456248722,7.254375121196711e-06,6.500115509944727e-15,0.0,0.0
2026-01-26,6,1,0.0,0.9999999999999016,0.0,9.845735872905121e-14,0.0,0.0
2026-01-27,6,1,0.0,0.9999982972550209,1.7027449791246951e-06,2.2668233351642177e-44,0.0,0.0
2026-01-28,6,1,0.0,0.9999999998220183,1.779816974129281e-10,3.923706458581341e-21,0.0,0.0
2026-01-29,6,1,0.0,1.0,2.4899425568320395e-24,4.391585006141832e-18,0.0,0.0
2026-01-30,5,1,0.0,1.0,0.0,2.0734553762999592e-24,0.0,0.0
2026-02-02,5,3,0.0,2.953807281998326e-16,9.617251321050665e-67,0.9999999999999998,0.0,2.488043301397729e-279
2026-02-03,5,3,0.0,4.752294792598242e-07,0.0007346942263032762,0.9992648305442174,0.0,0.0
2026-02-04,5,3,0.0,0.026905599599827766,0.0,0.9730944004001721,0.0,0.0
2026-02-05,5,1,0.0,0.9999999574834751,4.251652486865192e-08,9.156697659719044e-18,0.0,0.0
2026-02-06,5,3,0.0,2.6813140853356824e-08,0.0,0.9999999731868592,0.0,0.0
2026-02-09,5,1,0.0,0.9999999790673664,2.0932633634918495e-08,2.3469767422500408e-23,0.0,0.0
2026-02-10,5,1,0.0,0.9999999992857106,0.0,7.142893002575944e-10,0.0,3.612332459784885e-80
2026-02-11,5,1,0.0,0.9999998382701215,5.381932937445512e-51,1.6172987857332115e-07,0.0,0.0
