Strategy,Sharpe,Sortino,MaxDD,Avg Daily Turnover,95% Quantile,Days >1% Turnover (%),Days >5% Turnover (%)
Parametric (daily),0.7485549800917564,0.9692518841915817,-0.11030642801820198,0.0029326556070679854,0.0,0.956683497209673,0.45176720701567896
Parametric (weekly),0.5414864706597324,0.7101463796771498,-0.11730322776657373,0.0025951524231902084,0.0,0.6909380813180973,0.42519266542652134
Parametric (monthly),0.9137469967809991,1.0617285270188497,-0.24896678509366305,0.0005942722487711125,0.0,0.1860217911241031,0.13287270794578793
