Strategy,Sharpe,Sortino,MaxDD
Non-Parametric (KNN+MVO),0.6742092691172374,0.8512874626672527,-0.18306748046355503
Parametric (W-HMM+MVO),0.7485549800917564,0.9692518841915817,-0.11030642801820198
