Strategy,Avg Daily Turnover,95% Quantile,Days >1% Turnover (%),Days >5% Turnover (%)
KNN+MVO,0.11479201413990317,0.5308653615657841,40.94151212553495,37.51783166904422
Parametric+MVO,0.0005706134094151213,0.0,0.28530670470756064,0.28530670470756064
